Sex,Age,Vaccine Type,Facility Type,Number of Doses,Week,Month,Year,Data as of
F,20-29 years,Pfizer,Hospital,2,52,December,2020,23-Dec-20
F,20-29 years,Pfizer,Hospital,1,53,December,2020,28-Dec-20
F,20-29 years,Pfizer,Hospital,1,53,December,2020,29-Dec-20
F,30-39 years,Moderna,Hospital,1,52,December,2020,24-Dec-20
F,30-39 years,Moderna,Hospital,3,52,December,2020,26-Dec-20
F,30-39 years,Moderna,Hospital,17,53,December,2020,28-Dec-20
F,30-39 years,Moderna,Hospital,1,53,December,2020,29-Dec-20
F,30-39 years,Moderna,Public Health Provider,1,52,December,2020,22-Dec-20
F,30-39 years,Pfizer,Hospital,3,51,December,2020,18-Dec-20
F,30-39 years,Pfizer,Hospital,3,52,December,2020,21-Dec-20
F,30-39 years,Pfizer,Hospital,5,52,December,2020,22-Dec-20
F,40-49 years,Moderna,Hospital,1,52,December,2020,26-Dec-20
F,40-49 years,Moderna,Hospital,23,53,December,2020,28-Dec-20
F,40-49 years,Moderna,Hospital,2,53,December,2020,29-Dec-20
F,40-49 years,Moderna,Public Health Provider,2,52,December,2020,22-Dec-20
F,40-49 years,Pfizer,Hospital,4,51,December,2020,18-Dec-20
F,40-49 years,Pfizer,Hospital,3,52,December,2020,22-Dec-20
F,40-49 years,Pfizer,Hospital,1,53,December,2020,28-Dec-20
F,40-49 years,Pfizer,Hospital,1,53,December,2020,29-Dec-20
F,50-59 years,Moderna,Hospital,4,52,December,2020,26-Dec-20
F,50-59 years,Moderna,Hospital,25,53,December,2020,28-Dec-20
F,50-59 years,Moderna,Hospital,5,53,December,2020,29-Dec-20
F,50-59 years,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
F,50-59 years,Pfizer,Hospital,7,51,December,2020,18-Dec-20
F,50-59 years,Pfizer,Hospital,4,52,December,2020,21-Dec-20
F,50-59 years,Pfizer,Hospital,9,52,December,2020,22-Dec-20
F,50-59 years,Pfizer,Hospital,1,53,December,2020,28-Dec-20
F,60-69 years,Moderna,Hospital,3,52,December,2020,26-Dec-20
F,60-69 years,Moderna,Hospital,19,53,December,2020,28-Dec-20
F,60-69 years,Moderna,Hospital,3,53,December,2020,29-Dec-20
F,60-69 years,Pfizer,Hospital,3,52,December,2020,21-Dec-20
F,60-69 years,Pfizer,Hospital,8,52,December,2020,22-Dec-20
F,70-79 years,Moderna,Hospital,1,52,December,2020,26-Dec-20
F,70-79 years,Pfizer,Hospital,1,51,December,2020,18-Dec-20
F,70-79 years,Pfizer,Hospital,2,52,December,2020,22-Dec-20
F,80+ years,Pfizer,Hospital,1,51,December,2020,18-Dec-20
M,20-29 years,Moderna,Hospital,2,52,December,2020,26-Dec-20
M,20-29 years,Moderna,Hospital,3,53,December,2020,28-Dec-20
M,20-29 years,Moderna,Hospital,2,53,December,2020,29-Dec-20
M,20-29 years,Pfizer,Hospital,1,52,December,2020,21-Dec-20
M,20-29 years,Pfizer,Hospital,1,52,December,2020,22-Dec-20
M,30-39 years,Moderna,Hospital,6,53,December,2020,28-Dec-20
M,30-39 years,Moderna,Hospital,2,53,December,2020,29-Dec-20
M,30-39 years,Moderna,Public Health Provider,1,52,December,2020,22-Dec-20
M,30-39 years,Pfizer,Hospital,1,51,December,2020,18-Dec-20
M,30-39 years,Pfizer,Hospital,1,52,December,2020,21-Dec-20
M,40-49 years,Moderna,Hospital,3,52,December,2020,26-Dec-20
M,40-49 years,Moderna,Hospital,6,53,December,2020,28-Dec-20
M,40-49 years,Moderna,Hospital,1,53,December,2020,29-Dec-20
M,40-49 years,Moderna,Public Health Provider,1,52,December,2020,22-Dec-20
M,40-49 years,Pfizer,Hospital,1,51,December,2020,18-Dec-20
M,40-49 years,Pfizer,Hospital,3,52,December,2020,21-Dec-20
M,40-49 years,Pfizer,Hospital,1,52,December,2020,22-Dec-20
M,40-49 years,Pfizer,Public Health Provider,1,51,December,2020,19-Dec-20
M,50-59 years,Moderna,Hospital,1,52,December,2020,24-Dec-20
M,50-59 years,Moderna,Hospital,2,52,December,2020,26-Dec-20
M,50-59 years,Moderna,Hospital,8,53,December,2020,28-Dec-20
M,50-59 years,Moderna,Hospital,2,53,December,2020,29-Dec-20
M,50-59 years,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
M,50-59 years,Pfizer,Hospital,5,51,December,2020,18-Dec-20
M,50-59 years,Pfizer,Hospital,2,52,December,2020,22-Dec-20
M,50-59 years,Pfizer,Hospital,1,52,December,2020,23-Dec-20
M,60-69 years,Moderna,Hospital,2,52,December,2020,26-Dec-20
M,60-69 years,Moderna,Hospital,4,53,December,2020,28-Dec-20
M,60-69 years,Pfizer,Hospital,1,51,December,2020,16-Dec-20
M,60-69 years,Pfizer,Hospital,3,51,December,2020,18-Dec-20
M,60-69 years,Pfizer,Hospital,1,52,December,2020,20-Dec-20
M,60-69 years,Pfizer,Hospital,2,52,December,2020,21-Dec-20
M,60-69 years,Pfizer,Hospital,1,52,December,2020,22-Dec-20
M,70-79 years,Moderna,Hospital,2,52,December,2020,26-Dec-20
M,70-79 years,Pfizer,Hospital,2,52,December,2020,22-Dec-20
M,80+ years,Moderna,Hospital,1,53,December,2020,29-Dec-20
F,16-19 years,Pfizer,Public Health Provider,1,51,December,2020,18-Dec-20
F,16-19 years,Pfizer,Public Health Provider,1,52,December,2020,22-Dec-20
F,16-19 years,Pfizer,Public Health Provider,1,53,December,2020,28-Dec-20
F,20-29 years,Moderna,Hospital,4,53,December,2020,28-Dec-20
F,20-29 years,Moderna,Hospital,5,53,December,2020,29-Dec-20
F,20-29 years,Moderna,Public Health Provider,1,52,December,2020,22-Dec-20
F,20-29 years,Moderna,Public Health Provider,4,52,December,2020,23-Dec-20
F,20-29 years,Moderna,Public Health Provider,1,52,December,2020,26-Dec-20
F,20-29 years,Moderna,Public Health Provider,5,53,December,2020,28-Dec-20
F,20-29 years,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
F,20-29 years,Pfizer,Hospital,2,51,December,2020,17-Dec-20
F,20-29 years,Pfizer,Hospital,14,51,December,2020,18-Dec-20
F,20-29 years,Pfizer,Hospital,1,52,December,2020,20-Dec-20
F,20-29 years,Pfizer,Hospital,11,52,December,2020,21-Dec-20
F,20-29 years,Pfizer,Hospital,8,52,December,2020,22-Dec-20
F,20-29 years,Pfizer,Hospital,14,52,December,2020,23-Dec-20
F,20-29 years,Pfizer,Hospital,2,52,December,2020,24-Dec-20
F,20-29 years,Pfizer,Hospital,1,52,December,2020,26-Dec-20
F,20-29 years,Pfizer,Hospital,2,53,December,2020,27-Dec-20
F,20-29 years,Pfizer,Hospital,8,53,December,2020,28-Dec-20
F,20-29 years,Pfizer,Hospital,9,53,December,2020,29-Dec-20
F,20-29 years,Pfizer,Public Health Provider,1,51,December,2020,18-Dec-20
F,20-29 years,Pfizer,Public Health Provider,19,52,December,2020,21-Dec-20
F,20-29 years,Pfizer,Public Health Provider,12,52,December,2020,22-Dec-20
F,20-29 years,Pfizer,Public Health Provider,17,52,December,2020,23-Dec-20
F,20-29 years,Pfizer,Public Health Provider,28,53,December,2020,28-Dec-20
F,20-29 years,Pfizer,Public Health Provider,14,53,December,2020,29-Dec-20
F,30-39 years,Moderna,Hospital,2,52,December,2020,23-Dec-20
F,30-39 years,Moderna,Hospital,1,52,December,2020,26-Dec-20
F,30-39 years,Moderna,Hospital,4,53,December,2020,28-Dec-20
F,30-39 years,Moderna,Hospital,3,53,December,2020,29-Dec-20
F,30-39 years,Moderna,Public Health Provider,5,52,December,2020,23-Dec-20
F,30-39 years,Moderna,Public Health Provider,1,52,December,2020,26-Dec-20
F,30-39 years,Moderna,Public Health Provider,7,53,December,2020,28-Dec-20
F,30-39 years,Moderna,Public Health Provider,3,53,December,2020,29-Dec-20
F,30-39 years,Pfizer,Hospital,2,51,December,2020,17-Dec-20
F,30-39 years,Pfizer,Hospital,19,51,December,2020,18-Dec-20
F,30-39 years,Pfizer,Hospital,4,52,December,2020,20-Dec-20
F,30-39 years,Pfizer,Hospital,14,52,December,2020,21-Dec-20
F,30-39 years,Pfizer,Hospital,12,52,December,2020,22-Dec-20
F,30-39 years,Pfizer,Hospital,18,52,December,2020,23-Dec-20
F,30-39 years,Pfizer,Hospital,3,52,December,2020,24-Dec-20
F,30-39 years,Pfizer,Hospital,6,52,December,2020,26-Dec-20
F,30-39 years,Pfizer,Hospital,2,53,December,2020,27-Dec-20
F,30-39 years,Pfizer,Hospital,9,53,December,2020,28-Dec-20
F,30-39 years,Pfizer,Hospital,5,53,December,2020,29-Dec-20
F,30-39 years,Pfizer,Public Health Provider,2,51,December,2020,18-Dec-20
F,30-39 years,Pfizer,Public Health Provider,17,52,December,2020,21-Dec-20
F,30-39 years,Pfizer,Public Health Provider,32,52,December,2020,22-Dec-20
F,30-39 years,Pfizer,Public Health Provider,30,52,December,2020,23-Dec-20
F,30-39 years,Pfizer,Public Health Provider,1,52,December,2020,26-Dec-20
F,30-39 years,Pfizer,Public Health Provider,17,53,December,2020,28-Dec-20
F,30-39 years,Pfizer,Public Health Provider,23,53,December,2020,29-Dec-20
F,40-49 years,Moderna,Hospital,2,52,December,2020,23-Dec-20
F,40-49 years,Moderna,Hospital,4,53,December,2020,28-Dec-20
F,40-49 years,Moderna,Hospital,3,53,December,2020,29-Dec-20
F,40-49 years,Moderna,Public Health Provider,1,52,December,2020,22-Dec-20
F,40-49 years,Moderna,Public Health Provider,3,52,December,2020,23-Dec-20
F,40-49 years,Moderna,Public Health Provider,1,52,December,2020,26-Dec-20
F,40-49 years,Moderna,Public Health Provider,5,53,December,2020,28-Dec-20
F,40-49 years,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
F,40-49 years,Pfizer,Hospital,1,51,December,2020,16-Dec-20
F,40-49 years,Pfizer,Hospital,13,51,December,2020,18-Dec-20
F,40-49 years,Pfizer,Hospital,1,51,December,2020,19-Dec-20
F,40-49 years,Pfizer,Hospital,4,52,December,2020,20-Dec-20
F,40-49 years,Pfizer,Hospital,13,52,December,2020,21-Dec-20
F,40-49 years,Pfizer,Hospital,13,52,December,2020,22-Dec-20
F,40-49 years,Pfizer,Hospital,16,52,December,2020,23-Dec-20
F,40-49 years,Pfizer,Hospital,1,52,December,2020,24-Dec-20
F,40-49 years,Pfizer,Hospital,5,52,December,2020,26-Dec-20
F,40-49 years,Pfizer,Hospital,4,53,December,2020,28-Dec-20
F,40-49 years,Pfizer,Hospital,2,53,December,2020,29-Dec-20
F,40-49 years,Pfizer,Public Health Provider,2,51,December,2020,18-Dec-20
F,40-49 years,Pfizer,Public Health Provider,17,52,December,2020,21-Dec-20
F,40-49 years,Pfizer,Public Health Provider,26,52,December,2020,22-Dec-20
F,40-49 years,Pfizer,Public Health Provider,34,52,December,2020,23-Dec-20
F,40-49 years,Pfizer,Public Health Provider,25,53,December,2020,28-Dec-20
F,40-49 years,Pfizer,Public Health Provider,23,53,December,2020,29-Dec-20
F,50-59 years,Moderna,Hospital,1,52,December,2020,24-Dec-20
F,50-59 years,Moderna,Hospital,1,52,December,2020,26-Dec-20
F,50-59 years,Moderna,Hospital,5,53,December,2020,28-Dec-20
F,50-59 years,Moderna,Hospital,5,53,December,2020,29-Dec-20
F,50-59 years,Moderna,Public Health Provider,1,53,December,2020,27-Dec-20
F,50-59 years,Moderna,Public Health Provider,1,53,December,2020,28-Dec-20
F,50-59 years,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
F,50-59 years,Pfizer,Hospital,13,51,December,2020,18-Dec-20
F,50-59 years,Pfizer,Hospital,1,51,December,2020,19-Dec-20
F,50-59 years,Pfizer,Hospital,3,52,December,2020,20-Dec-20
F,50-59 years,Pfizer,Hospital,5,52,December,2020,21-Dec-20
F,50-59 years,Pfizer,Hospital,16,52,December,2020,22-Dec-20
F,50-59 years,Pfizer,Hospital,9,52,December,2020,23-Dec-20
F,50-59 years,Pfizer,Hospital,1,52,December,2020,24-Dec-20
F,50-59 years,Pfizer,Hospital,1,52,December,2020,25-Dec-20
F,50-59 years,Pfizer,Hospital,3,53,December,2020,28-Dec-20
F,50-59 years,Pfizer,Hospital,4,53,December,2020,29-Dec-20
F,50-59 years,Pfizer,Public Health Provider,5,51,December,2020,18-Dec-20
F,50-59 years,Pfizer,Public Health Provider,14,52,December,2020,21-Dec-20
F,50-59 years,Pfizer,Public Health Provider,19,52,December,2020,22-Dec-20
F,50-59 years,Pfizer,Public Health Provider,26,52,December,2020,23-Dec-20
F,50-59 years,Pfizer,Public Health Provider,27,53,December,2020,28-Dec-20
F,50-59 years,Pfizer,Public Health Provider,29,53,December,2020,29-Dec-20
F,60-69 years,Moderna,Hospital,1,52,December,2020,23-Dec-20
F,60-69 years,Moderna,Hospital,1,52,December,2020,26-Dec-20
F,60-69 years,Moderna,Public Health Provider,1,52,December,2020,23-Dec-20
F,60-69 years,Moderna,Public Health Provider,5,53,December,2020,28-Dec-20
F,60-69 years,Moderna,Public Health Provider,2,53,December,2020,29-Dec-20
F,60-69 years,Pfizer,Hospital,4,51,December,2020,18-Dec-20
F,60-69 years,Pfizer,Hospital,1,51,December,2020,19-Dec-20
F,60-69 years,Pfizer,Hospital,3,52,December,2020,20-Dec-20
F,60-69 years,Pfizer,Hospital,4,52,December,2020,21-Dec-20
F,60-69 years,Pfizer,Hospital,8,52,December,2020,22-Dec-20
F,60-69 years,Pfizer,Hospital,2,52,December,2020,23-Dec-20
F,60-69 years,Pfizer,Hospital,1,52,December,2020,26-Dec-20
F,60-69 years,Pfizer,Hospital,2,53,December,2020,28-Dec-20
F,60-69 years,Pfizer,Hospital,1,53,December,2020,29-Dec-20
F,60-69 years,Pfizer,Public Health Provider,2,51,December,2020,18-Dec-20
F,60-69 years,Pfizer,Public Health Provider,18,52,December,2020,21-Dec-20
F,60-69 years,Pfizer,Public Health Provider,13,52,December,2020,22-Dec-20
F,60-69 years,Pfizer,Public Health Provider,24,52,December,2020,23-Dec-20
F,60-69 years,Pfizer,Public Health Provider,20,53,December,2020,28-Dec-20
F,60-69 years,Pfizer,Public Health Provider,24,53,December,2020,29-Dec-20
F,70-79 years,Moderna,Hospital,1,53,December,2020,29-Dec-20
F,70-79 years,Pfizer,Hospital,1,51,December,2020,18-Dec-20
F,70-79 years,Pfizer,Hospital,1,51,December,2020,19-Dec-20
F,70-79 years,Pfizer,Hospital,1,53,December,2020,29-Dec-20
F,70-79 years,Pfizer,Public Health Provider,2,51,December,2020,18-Dec-20
F,70-79 years,Pfizer,Public Health Provider,2,52,December,2020,21-Dec-20
F,70-79 years,Pfizer,Public Health Provider,8,52,December,2020,22-Dec-20
F,70-79 years,Pfizer,Public Health Provider,5,52,December,2020,23-Dec-20
F,70-79 years,Pfizer,Public Health Provider,2,53,December,2020,28-Dec-20
F,70-79 years,Pfizer,Public Health Provider,5,53,December,2020,29-Dec-20
F,80+ years,Pfizer,Hospital,1,51,December,2020,18-Dec-20
F,80+ years,Pfizer,Hospital,1,53,December,2020,28-Dec-20
F,80+ years,Pfizer,Public Health Provider,1,52,December,2020,22-Dec-20
F,80+ years,Pfizer,Public Health Provider,1,52,December,2020,23-Dec-20
F,80+ years,Pfizer,Public Health Provider,1,53,December,2020,28-Dec-20
F,80+ years,Pfizer,Public Health Provider,1,53,December,2020,29-Dec-20
F,missing,Moderna,Hospital,1,53,December,2020,29-Dec-20
F,missing,Moderna,Public Health Provider,1,52,December,2020,26-Dec-20
F,missing,Pfizer,Hospital,1,53,December,2020,27-Dec-20
F,missing,Pfizer,Public Health Provider,1,52,December,2020,21-Dec-20
F,missing,Pfizer,Public Health Provider,1,52,December,2020,23-Dec-20
F,missing,Pfizer,Public Health Provider,1,53,December,2020,28-Dec-20
M,16-19 years,Pfizer,Public Health Provider,2,52,December,2020,23-Dec-20
M,20-29 years,Moderna,Hospital,4,53,December,2020,28-Dec-20
M,20-29 years,Moderna,Hospital,1,53,December,2020,29-Dec-20
M,20-29 years,Moderna,Public Health Provider,1,52,December,2020,23-Dec-20
M,20-29 years,Moderna,Public Health Provider,1,52,December,2020,26-Dec-20
M,20-29 years,Moderna,Public Health Provider,3,53,December,2020,28-Dec-20
M,20-29 years,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
M,20-29 years,Pfizer,Hospital,3,51,December,2020,17-Dec-20
M,20-29 years,Pfizer,Hospital,4,51,December,2020,18-Dec-20
M,20-29 years,Pfizer,Hospital,7,52,December,2020,21-Dec-20
M,20-29 years,Pfizer,Hospital,3,52,December,2020,22-Dec-20
M,20-29 years,Pfizer,Hospital,8,52,December,2020,23-Dec-20
M,20-29 years,Pfizer,Hospital,2,52,December,2020,26-Dec-20
M,20-29 years,Pfizer,Hospital,4,53,December,2020,28-Dec-20
M,20-29 years,Pfizer,Hospital,2,53,December,2020,29-Dec-20
M,20-29 years,Pfizer,Public Health Provider,1,51,December,2020,19-Dec-20
M,20-29 years,Pfizer,Public Health Provider,11,52,December,2020,21-Dec-20
M,20-29 years,Pfizer,Public Health Provider,8,52,December,2020,22-Dec-20
M,20-29 years,Pfizer,Public Health Provider,6,52,December,2020,23-Dec-20
M,20-29 years,Pfizer,Public Health Provider,4,53,December,2020,28-Dec-20
M,20-29 years,Pfizer,Public Health Provider,6,53,December,2020,29-Dec-20
M,30-39 years,Moderna,Hospital,1,52,December,2020,23-Dec-20
M,30-39 years,Moderna,Hospital,2,53,December,2020,28-Dec-20
M,30-39 years,Moderna,Hospital,2,53,December,2020,29-Dec-20
M,30-39 years,Moderna,Public Health Provider,3,52,December,2020,23-Dec-20
M,30-39 years,Moderna,Public Health Provider,3,53,December,2020,28-Dec-20
M,30-39 years,Moderna,Public Health Provider,2,53,December,2020,29-Dec-20
M,30-39 years,Pfizer,Hospital,2,51,December,2020,17-Dec-20
M,30-39 years,Pfizer,Hospital,22,51,December,2020,18-Dec-20
M,30-39 years,Pfizer,Hospital,3,51,December,2020,19-Dec-20
M,30-39 years,Pfizer,Hospital,3,52,December,2020,20-Dec-20
M,30-39 years,Pfizer,Hospital,17,52,December,2020,21-Dec-20
M,30-39 years,Pfizer,Hospital,9,52,December,2020,22-Dec-20
M,30-39 years,Pfizer,Hospital,17,52,December,2020,23-Dec-20
M,30-39 years,Pfizer,Hospital,2,52,December,2020,24-Dec-20
M,30-39 years,Pfizer,Hospital,1,52,December,2020,26-Dec-20
M,30-39 years,Pfizer,Hospital,2,53,December,2020,27-Dec-20
M,30-39 years,Pfizer,Hospital,3,53,December,2020,28-Dec-20
M,30-39 years,Pfizer,Hospital,4,53,December,2020,29-Dec-20
M,30-39 years,Pfizer,Public Health Provider,1,51,December,2020,18-Dec-20
M,30-39 years,Pfizer,Public Health Provider,20,52,December,2020,21-Dec-20
M,30-39 years,Pfizer,Public Health Provider,20,52,December,2020,22-Dec-20
M,30-39 years,Pfizer,Public Health Provider,20,52,December,2020,23-Dec-20
M,30-39 years,Pfizer,Public Health Provider,10,53,December,2020,28-Dec-20
M,30-39 years,Pfizer,Public Health Provider,20,53,December,2020,29-Dec-20
M,40-49 years,Moderna,Hospital,1,52,December,2020,26-Dec-20
M,40-49 years,Moderna,Hospital,2,53,December,2020,28-Dec-20
M,40-49 years,Moderna,Public Health Provider,2,52,December,2020,23-Dec-20
M,40-49 years,Moderna,Public Health Provider,1,53,December,2020,27-Dec-20
M,40-49 years,Moderna,Public Health Provider,3,53,December,2020,28-Dec-20
M,40-49 years,Moderna,Public Health Provider,2,53,December,2020,29-Dec-20
M,40-49 years,Pfizer,Hospital,1,51,December,2020,17-Dec-20
M,40-49 years,Pfizer,Hospital,18,51,December,2020,18-Dec-20
M,40-49 years,Pfizer,Hospital,1,51,December,2020,19-Dec-20
M,40-49 years,Pfizer,Hospital,6,52,December,2020,20-Dec-20
M,40-49 years,Pfizer,Hospital,14,52,December,2020,21-Dec-20
M,40-49 years,Pfizer,Hospital,5,52,December,2020,22-Dec-20
M,40-49 years,Pfizer,Hospital,13,52,December,2020,23-Dec-20
M,40-49 years,Pfizer,Hospital,2,52,December,2020,24-Dec-20
M,40-49 years,Pfizer,Hospital,2,52,December,2020,26-Dec-20
M,40-49 years,Pfizer,Hospital,4,53,December,2020,28-Dec-20
M,40-49 years,Pfizer,Hospital,5,53,December,2020,29-Dec-20
M,40-49 years,Pfizer,Public Health Provider,1,51,December,2020,18-Dec-20
M,40-49 years,Pfizer,Public Health Provider,25,52,December,2020,21-Dec-20
M,40-49 years,Pfizer,Public Health Provider,19,52,December,2020,22-Dec-20
M,40-49 years,Pfizer,Public Health Provider,21,52,December,2020,23-Dec-20
M,40-49 years,Pfizer,Public Health Provider,14,53,December,2020,28-Dec-20
M,40-49 years,Pfizer,Public Health Provider,7,53,December,2020,29-Dec-20
M,50-59 years,Moderna,Hospital,1,52,December,2020,26-Dec-20
M,50-59 years,Moderna,Hospital,2,53,December,2020,28-Dec-20
M,50-59 years,Moderna,Hospital,4,53,December,2020,29-Dec-20
M,50-59 years,Moderna,Public Health Provider,3,53,December,2020,28-Dec-20
M,50-59 years,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
M,50-59 years,Pfizer,Hospital,1,51,December,2020,17-Dec-20
M,50-59 years,Pfizer,Hospital,13,51,December,2020,18-Dec-20
M,50-59 years,Pfizer,Hospital,1,51,December,2020,19-Dec-20
M,50-59 years,Pfizer,Hospital,2,52,December,2020,20-Dec-20
M,50-59 years,Pfizer,Hospital,10,52,December,2020,21-Dec-20
M,50-59 years,Pfizer,Hospital,12,52,December,2020,22-Dec-20
M,50-59 years,Pfizer,Hospital,9,52,December,2020,23-Dec-20
M,50-59 years,Pfizer,Hospital,1,53,December,2020,28-Dec-20
M,50-59 years,Pfizer,Hospital,4,53,December,2020,29-Dec-20
M,50-59 years,Pfizer,Public Health Provider,1,51,December,2020,18-Dec-20
M,50-59 years,Pfizer,Public Health Provider,10,52,December,2020,21-Dec-20
M,50-59 years,Pfizer,Public Health Provider,15,52,December,2020,22-Dec-20
M,50-59 years,Pfizer,Public Health Provider,13,52,December,2020,23-Dec-20
M,50-59 years,Pfizer,Public Health Provider,10,53,December,2020,28-Dec-20
M,50-59 years,Pfizer,Public Health Provider,11,53,December,2020,29-Dec-20
M,60-69 years,Moderna,Hospital,2,53,December,2020,28-Dec-20
M,60-69 years,Moderna,Hospital,4,53,December,2020,29-Dec-20
M,60-69 years,Moderna,Public Health Provider,2,53,December,2020,28-Dec-20
M,60-69 years,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
M,60-69 years,Pfizer,Hospital,1,51,December,2020,17-Dec-20
M,60-69 years,Pfizer,Hospital,16,51,December,2020,18-Dec-20
M,60-69 years,Pfizer,Hospital,5,52,December,2020,20-Dec-20
M,60-69 years,Pfizer,Hospital,2,52,December,2020,21-Dec-20
M,60-69 years,Pfizer,Hospital,7,52,December,2020,22-Dec-20
M,60-69 years,Pfizer,Hospital,9,52,December,2020,23-Dec-20
M,60-69 years,Pfizer,Hospital,1,52,December,2020,24-Dec-20
M,60-69 years,Pfizer,Hospital,4,53,December,2020,28-Dec-20
M,60-69 years,Pfizer,Hospital,3,53,December,2020,29-Dec-20
M,60-69 years,Pfizer,Public Health Provider,12,52,December,2020,21-Dec-20
